user_id,age,gender,occupation,device_type,daily_phone_hours,social_media_hours,work_productivity_score,sleep_hours,stress_level,app_usage_count,caffeine_intake_cups,weekend_screen_time_hours
U37255,21,Other,Business Owner,Android,5,2,8,8,6,59,2,4
U37256,38,Male,Freelancer,Android,1,6,7,6,3,13,6,12
U37257,50,Other,Freelancer,iOS,7,4,9,8,4,44,5,5
U37258,53,Other,Freelancer,Android,4,1,6,6,2,17,1,7
U37259,30,Female,Freelancer,iOS,4,3,8,8,7,58,3,6
U37260,47,Other,Business Owner,Android,12,5,2,8,6,45,3,4
U37261,59,Male,Professional,iOS,4,5,9,8,7,22,4,6
U37262,46,Male,Freelancer,Android,4,4,6,8,8,21,2,6
U37263,58,Male,Freelancer,iOS,2,2,5,5,8,51,0,7
U37264,37,Male,Business Owner,Android,8,4,7,6,3,31,0,13
U37265,33,Other,Professional,iOS,7,5,6,8,8,9,2,4
U37266,40,Other,Freelancer,iOS,10,7,5,7,6,38,1,5
U37267,35,Female,Business Owner,iOS,5,2,9,8,2,7,4,4
U37268,21,Other,Freelancer,Android,1,7,2,7,3,50,5,3
U37269,37,Other,Freelancer,iOS,3,3,1,5,6,56,1,6
U37270,49,Male,Professional,iOS,9,4,7,8,5,31,4,8
U37271,43,Other,Freelancer,iOS,2,4,3,5,6,39,0,9
U37272,29,Male,Professional,Android,1,4,8,6,7,6,5,13
U37273,39,Female,Student,Android,10,7,9,7,5,8,4,12
U37274,30,Male,Freelancer,Android,3,7,4,7,7,8,4,8
U37275,56,Other,Professional,iOS,2,6,1,9,10,8,0,9
U37276,41,Male,Student,iOS,10,1,9,4,5,50,3,8
U37277,20,Male,Business Owner,iOS,6,3,6,8,6,5,2,13
U37278,24,Female,Business Owner,Android,3,4,2,5,9,50,5,7
U37279,23,Female,Professional,iOS,9,4,9,4,9,22,1,10
U37280,25,Male,Professional,iOS,11,7,3,8,9,58,2,8
U37281,39,Male,Business Owner,Android,11,2,6,7,2,14,6,12
U37282,28,Other,Professional,Android,2,3,4,8,5,15,5,10
U37283,38,Other,Professional,Android,4,7,8,4,9,29,5,13
U37284,38,Female,Business Owner,Android,8,4,3,9,3,15,3,3
U37285,50,Other,Professional,iOS,7,6,5,8,2,6,2,6
U37286,45,Female,Student,Android,5,1,1,5,1,43,5,13
U37287,29,Other,Student,iOS,10,5,6,4,6,27,2,10
U37288,47,Other,Student,Android,6,1,5,7,5,43,4,3
U37289,46,Female,Freelancer,Android,5,6,5,4,2,46,4,3
U37290,52,Male,Freelancer,Android,5,4,10,4,3,8,0,4
U37291,53,Other,Business Owner,iOS,3,6,6,4,7,57,5,2
U37292,52,Other,Student,iOS,12,1,9,6,5,14,1,10
U37293,29,Male,Freelancer,iOS,12,6,8,8,7,50,2,5
U37294,43,Male,Professional,Android,8,3,9,7,8,5,1,3
U37295,20,Other,Freelancer,iOS,9,6,9,4,3,10,1,6
U37296,32,Male,Freelancer,Android,3,1,6,5,2,55,1,5
U37297,23,Male,Freelancer,Android,1,3,9,7,9,34,2,6
U37298,46,Other,Freelancer,Android,2,4,5,6,7,60,4,13
U37299,35,Male,Business Owner,iOS,2,3,8,5,1,30,6,4
U37300,52,Female,Student,iOS,7,6,1,9,5,9,1,14
U37301,55,Female,Professional,Android,5,4,6,8,2,38,0,2
U37302,19,Male,Professional,iOS,1,0,6,9,2,23,4,5
U37303,33,Male,Business Owner,iOS,6,2,5,5,2,24,6,7
U37304,19,Male,Professional,Android,10,5,10,7,10,60,6,9
U37305,34,Male,Student,Android,4,4,8,8,9,33,1,4
U37306,40,Other,Freelancer,Android,8,3,9,7,10,51,5,10
U37307,52,Other,Professional,Android,9,3,6,7,1,16,4,12
U37308,50,Female,Professional,Android,7,3,9,6,2,21,3,3
U37309,18,Other,Professional,Android,7,3,1,9,7,6,0,6
U37310,55,Male,Freelancer,Android,5,6,1,8,7,54,0,5
U37311,48,Male,Professional,iOS,3,7,4,6,9,35,2,4
U37312,25,Other,Professional,iOS,6,8,5,5,6,22,6,3
U37313,52,Other,Freelancer,iOS,4,1,2,4,2,34,1,8
U37314,45,Female,Student,iOS,8,4,1,6,2,32,4,13
U37315,22,Female,Professional,Android,7,2,9,7,5,50,1,6
U37316,37,Female,Freelancer,Android,11,8,5,8,7,30,6,9
U37317,26,Other,Student,Android,11,1,7,9,3,39,4,10
U37318,29,Male,Freelancer,Android,10,3,3,6,6,11,6,14
U37319,56,Male,Business Owner,Android,7,1,10,6,10,22,3,9
U37320,32,Female,Professional,Android,3,1,1,8,1,49,4,9
U37321,41,Male,Business Owner,Android,1,6,6,6,3,52,3,10
U37322,39,Other,Professional,Android,7,3,5,5,7,8,6,5
U37323,36,Female,Professional,Android,2,1,5,4,9,8,0,10
U37324,60,Female,Professional,Android,11,2,4,6,9,53,6,8
U37325,41,Other,Student,Android,12,1,9,6,9,47,1,8
U37326,56,Other,Business Owner,iOS,9,7,5,8,9,37,3,2
U37327,29,Female,Student,Android,8,2,6,8,4,51,4,8
U37328,20,Female,Business Owner,iOS,3,6,7,5,6,36,0,5
U37329,38,Female,Business Owner,iOS,10,7,5,6,6,43,4,6
U37330,40,Other,Professional,iOS,11,1,3,6,8,53,3,5
U37331,54,Male,Student,Android,4,5,10,6,5,6,1,5
U37332,44,Male,Student,iOS,2,3,8,4,4,35,4,2
U37333,46,Other,Student,Android,11,6,9,4,2,39,2,5
U37334,38,Female,Business Owner,Android,4,1,9,6,6,46,6,6
U37335,46,Female,Student,Android,5,6,6,6,2,57,2,11
U37336,49,Other,Business Owner,iOS,8,6,5,5,7,49,4,8
U37337,56,Female,Student,iOS,8,1,1,9,7,30,0,8
U37338,56,Other,Student,Android,4,1,9,7,2,13,5,10
U37339,23,Male,Student,Android,3,1,10,6,7,55,2,5
U37340,24,Female,Freelancer,iOS,5,3,3,8,10,59,0,9
U37341,30,Other,Professional,iOS,3,7,2,5,3,42,1,14
U37342,46,Male,Business Owner,Android,9,7,4,7,7,38,3,3
U37343,55,Male,Student,iOS,3,3,2,8,3,14,1,3
U37344,53,Other,Professional,iOS,9,2,2,8,6,58,2,13
U37345,32,Male,Freelancer,iOS,11,3,8,8,2,11,2,2
U37346,19,Male,Professional,iOS,2,3,1,8,1,42,1,4
U37347,37,Female,Student,Android,10,4,8,6,8,21,3,13
U37348,39,Female,Professional,Android,11,5,3,8,4,40,1,12
U37349,47,Male,Professional,Android,9,5,6,6,10,13,4,13
U37350,44,Male,Student,Android,5,8,10,4,5,17,6,5
U37351,27,Male,Freelancer,iOS,10,7,4,6,2,53,3,9
U37352,46,Male,Professional,Android,4,2,4,4,9,15,0,10
U37353,34,Female,Student,Android,5,5,1,8,2,16,6,5
U37354,38,Male,Freelancer,Android,6,5,4,6,3,27,3,4
U37355,24,Other,Business Owner,iOS,9,7,4,5,10,8,0,12
U37356,23,Male,Freelancer,iOS,4,6,3,5,8,28,2,6
U37357,42,Other,Freelancer,Android,9,4,5,8,7,55,5,5
U37358,18,Other,Professional,Android,7,5,6,8,9,44,3,7
U37359,53,Other,Business Owner,iOS,4,4,3,6,10,6,1,14
U37360,54,Female,Business Owner,Android,9,1,6,8,8,47,6,8
U37361,40,Other,Professional,iOS,3,8,6,6,4,57,6,10
U37362,51,Male,Freelancer,Android,11,1,2,7,6,36,6,10
U37363,54,Other,Business Owner,iOS,3,8,4,5,4,41,2,9
U37364,47,Male,Student,iOS,11,4,8,6,10,24,4,5
U37365,20,Male,Professional,Android,10,5,2,7,4,47,4,9
U37366,24,Other,Student,Android,10,2,5,7,3,54,5,12
U37367,40,Female,Professional,Android,7,6,8,6,5,51,1,4
U37368,60,Other,Professional,iOS,4,4,7,8,3,54,0,8
U37369,28,Female,Professional,Android,4,5,4,5,10,30,0,10
U37370,29,Male,Professional,Android,4,2,6,8,1,51,4,6
U37371,25,Male,Professional,iOS,1,1,7,6,3,52,0,12
U37372,31,Male,Freelancer,iOS,6,6,4,5,1,7,2,5
U37373,30,Female,Student,Android,4,2,8,6,1,38,6,13
U37374,42,Male,Freelancer,Android,12,5,7,7,10,39,5,7
U37375,51,Other,Student,Android,5,3,10,9,5,6,3,4
U37376,56,Other,Freelancer,iOS,12,6,8,4,6,29,1,10
U37377,42,Other,Professional,iOS,2,4,10,6,10,46,1,9
U37378,21,Other,Student,iOS,5,7,1,5,4,51,0,4
U37379,18,Other,Business Owner,Android,10,6,10,6,9,18,4,10
U37380,50,Other,Freelancer,Android,8,1,10,5,10,46,1,11
U37381,30,Male,Student,Android,10,6,8,7,7,16,6,9
U37382,35,Male,Professional,Android,6,4,1,5,1,54,1,6
U37383,47,Male,Freelancer,iOS,1,6,8,8,4,24,0,4
U37384,45,Other,Freelancer,iOS,6,4,3,9,1,5,0,4
U37385,22,Other,Student,iOS,2,7,3,5,10,28,3,11
U37386,26,Male,Freelancer,Android,9,5,7,8,2,10,5,7
U37387,60,Female,Business Owner,iOS,7,1,1,6,4,50,2,7
U37388,50,Other,Professional,iOS,12,5,5,6,5,40,3,10
U37389,58,Female,Freelancer,Android,10,2,1,7,4,57,1,12
U37390,54,Male,Student,Android,2,6,3,6,7,22,6,7
U37391,51,Other,Business Owner,iOS,7,6,2,5,1,19,2,3
U37392,55,Male,Business Owner,Android,10,8,1,8,6,49,5,13
U37393,57,Male,Business Owner,iOS,9,3,5,5,7,58,3,9
U37394,32,Other,Business Owner,Android,11,3,6,5,2,35,2,12
U37395,18,Female,Business Owner,Android,8,3,1,6,1,58,6,14
U37396,49,Male,Professional,iOS,3,6,6,4,5,52,3,7
U37397,35,Female,Freelancer,iOS,4,1,10,8,1,22,0,12
U37398,42,Male,Freelancer,iOS,4,2,9,5,5,48,5,10
U37399,24,Male,Freelancer,Android,10,2,6,9,2,28,2,4
U37400,25,Male,Professional,iOS,4,7,4,5,7,34,6,9
U37401,33,Other,Student,iOS,7,5,7,8,10,60,1,13
U37402,54,Other,Freelancer,Android,7,7,5,9,1,58,1,5
U37403,56,Female,Business Owner,Android,5,6,7,6,5,58,2,13
U37404,58,Male,Freelancer,iOS,6,4,9,8,9,27,4,8
U37405,48,Other,Student,Android,5,1,6,7,8,46,2,8
U37406,54,Other,Professional,Android,2,2,3,7,9,53,6,10
U37407,56,Other,Freelancer,Android,8,1,4,6,1,38,0,4
U37408,26,Other,Business Owner,Android,4,6,9,9,9,48,0,10
U37409,47,Male,Business Owner,iOS,7,8,3,7,10,7,5,4
U37410,24,Other,Business Owner,Android,11,0,9,7,9,9,6,8
U37411,58,Other,Student,Android,9,3,5,8,1,7,6,12
U37412,39,Male,Professional,Android,5,4,9,9,1,8,3,14
U37413,43,Male,Student,Android,9,4,2,6,9,16,1,13
U37414,21,Male,Freelancer,Android,3,4,8,8,8,53,3,2
U37415,32,Other,Student,Android,10,2,10,8,1,17,5,8
U37416,31,Other,Business Owner,iOS,10,4,3,8,2,12,0,10
U37417,51,Male,Business Owner,iOS,6,2,7,8,2,12,2,10
U37418,49,Male,Professional,Android,9,7,4,4,2,9,2,6
U37419,52,Male,Freelancer,iOS,4,7,8,8,2,57,4,10
U37420,51,Female,Business Owner,Android,10,1,5,7,5,20,0,9
U37421,40,Male,Professional,Android,9,5,3,5,1,34,4,4
U37422,27,Male,Business Owner,iOS,6,1,8,7,10,43,3,14
U37423,50,Female,Business Owner,Android,10,4,8,4,3,35,6,4
U37424,41,Male,Business Owner,Android,7,4,8,5,9,36,1,10
U37425,59,Other,Professional,Android,12,7,7,7,1,11,3,6
U37426,53,Other,Business Owner,Android,10,4,9,8,10,35,2,10
U37427,57,Female,Professional,iOS,11,2,4,6,10,8,1,7
U37428,50,Other,Professional,Android,6,8,6,5,7,30,3,10
U37429,43,Female,Professional,Android,7,5,1,8,6,18,0,13
U37430,50,Other,Business Owner,iOS,5,2,8,6,4,41,5,3
U37431,59,Female,Freelancer,Android,9,4,8,5,8,49,1,6
U37432,24,Other,Business Owner,Android,5,6,6,8,6,20,2,10
U37433,52,Male,Professional,iOS,3,1,5,5,8,45,2,4
U37434,34,Female,Student,Android,11,4,9,6,6,47,4,5
U37435,33,Other,Freelancer,iOS,7,7,7,7,6,21,3,2
U37436,54,Other,Student,Android,3,8,9,6,4,7,2,11
U37437,47,Male,Business Owner,iOS,5,3,7,6,7,57,5,3
U37438,43,Other,Business Owner,iOS,9,2,10,4,6,56,0,9
U37439,33,Male,Professional,Android,10,1,5,7,3,59,5,4
U37440,21,Other,Student,iOS,8,6,7,5,2,32,1,8
U37441,54,Female,Student,Android,10,8,9,5,4,32,1,12
U37442,18,Other,Student,iOS,1,4,10,7,2,60,3,9
U37443,59,Female,Student,Android,12,2,7,9,8,39,4,12
U37444,18,Other,Student,iOS,2,2,3,5,8,34,1,10
U37445,48,Female,Professional,iOS,11,3,5,8,2,36,3,3
U37446,33,Female,Professional,Android,10,4,6,6,10,12,3,11
U37447,49,Other,Business Owner,iOS,12,3,8,6,6,41,6,6
U37448,55,Male,Freelancer,Android,8,6,7,7,7,11,1,13
U37449,36,Male,Professional,iOS,8,7,6,6,2,16,2,8
U37450,57,Male,Professional,Android,8,3,2,7,4,44,3,7
U37451,55,Male,Freelancer,iOS,8,2,5,4,9,42,0,10
U37452,57,Other,Professional,iOS,9,5,8,5,4,33,0,3
U37453,59,Female,Student,iOS,7,2,9,8,9,41,5,11
U37454,37,Female,Professional,iOS,4,1,8,7,1,20,5,5
U37455,35,Male,Student,iOS,11,7,8,7,3,34,4,8
U37456,38,Male,Student,iOS,7,1,8,8,9,47,2,11
U37457,47,Other,Business Owner,Android,9,7,10,5,6,7,2,14
U37458,59,Other,Business Owner,iOS,10,1,10,7,4,49,1,11
U37459,60,Other,Student,iOS,4,3,6,4,9,6,3,12
U37460,34,Other,Freelancer,Android,8,2,8,8,9,44,1,5
U37461,37,Female,Freelancer,iOS,12,4,1,9,4,21,0,4
U37462,35,Male,Freelancer,iOS,9,4,9,4,2,23,4,8
U37463,25,Male,Freelancer,Android,12,1,5,6,3,45,3,13
U37464,20,Male,Business Owner,Android,4,3,4,5,9,53,0,3
U37465,46,Female,Business Owner,Android,9,8,6,7,4,28,4,4
U37466,43,Female,Professional,iOS,3,5,4,5,1,55,1,12
U37467,55,Other,Professional,iOS,4,4,8,7,8,22,4,12
U37468,28,Male,Professional,Android,2,2,7,6,5,39,6,11
U37469,45,Male,Business Owner,Android,1,1,3,5,6,55,2,9
U37470,26,Female,Freelancer,iOS,11,5,3,5,10,58,3,7
U37471,42,Male,Business Owner,iOS,4,2,10,6,7,33,1,13
U37472,58,Female,Student,iOS,9,5,9,6,2,44,3,7
U37473,39,Female,Professional,Android,11,1,2,7,4,37,1,12
U37474,36,Other,Student,iOS,3,4,8,8,5,25,5,7
U37475,59,Male,Professional,Android,9,2,2,7,5,44,2,12
U37476,32,Other,Student,iOS,9,3,9,6,7,50,1,14
U37477,37,Other,Freelancer,iOS,11,6,6,7,9,28,3,12
U37478,46,Female,Freelancer,iOS,3,2,1,4,4,39,4,11
U37479,40,Male,Professional,iOS,10,1,1,6,8,41,0,6
U37480,54,Female,Freelancer,iOS,8,6,2,6,9,24,4,6
U37481,24,Female,Business Owner,iOS,8,5,1,8,7,49,4,13
U37482,43,Male,Student,Android,2,3,5,9,9,8,4,12
U37483,19,Male,Freelancer,iOS,6,4,1,5,5,46,4,7
U37484,34,Male,Professional,Android,7,3,6,5,10,41,0,3
U37485,33,Male,Professional,Android,5,5,4,7,9,54,1,5
U37486,39,Female,Professional,Android,2,1,1,8,7,30,2,9
U37487,55,Female,Student,Android,5,1,8,7,2,11,2,4
U37488,59,Male,Student,iOS,3,4,10,4,5,50,1,9
U37489,50,Other,Freelancer,iOS,7,6,7,5,1,36,6,2
U37490,31,Other,Professional,Android,1,7,8,6,2,32,6,8
U37491,57,Female,Freelancer,iOS,3,2,4,8,10,57,3,2
U37492,51,Female,Business Owner,iOS,10,1,9,6,2,57,4,12
U37493,39,Female,Student,iOS,6,4,6,6,2,53,4,3
U37494,58,Other,Student,Android,10,2,1,7,7,5,0,4
U37495,58,Male,Freelancer,iOS,11,7,10,5,1,40,1,3
U37496,54,Male,Student,Android,8,4,4,7,3,60,6,6
U37497,21,Female,Business Owner,iOS,2,7,8,8,6,18,4,9
U37498,47,Other,Professional,Android,6,6,8,5,7,22,5,11
U37499,56,Female,Freelancer,iOS,10,8,9,8,9,13,5,12
U37500,54,Other,Freelancer,Android,12,1,10,6,5,37,1,11
U37501,45,Other,Business Owner,iOS,7,0,1,8,2,25,6,4
U37502,41,Male,Freelancer,Android,11,5,5,4,7,13,0,7
U37503,50,Female,Student,iOS,4,7,10,8,5,34,0,3
U37504,38,Male,Student,Android,6,8,7,6,5,39,6,4
U37505,46,Male,Business Owner,Android,9,5,1,8,10,39,3,13
U37506,50,Female,Business Owner,iOS,2,4,4,6,7,18,1,8
U37507,32,Male,Professional,iOS,10,7,4,7,5,7,5,13
U37508,49,Female,Business Owner,Android,6,7,9,5,2,33,4,10
U37509,39,Other,Student,iOS,8,2,1,5,10,51,6,14
U37510,44,Other,Professional,iOS,12,8,9,5,9,31,4,12
U37511,60,Female,Student,Android,8,4,5,5,2,48,4,14
U37512,53,Other,Business Owner,iOS,9,4,9,7,9,8,5,4
U37513,22,Other,Business Owner,Android,7,5,6,9,10,20,3,6
U37514,42,Female,Business Owner,iOS,1,1,4,7,9,32,4,8
U37515,48,Male,Business Owner,Android,7,5,5,9,10,14,6,3
U37516,51,Other,Student,Android,10,3,4,9,6,15,2,4
U37517,37,Male,Professional,iOS,6,2,8,9,8,57,6,13
U37518,31,Female,Business Owner,Android,6,3,8,6,2,26,5,8
U37519,37,Male,Business Owner,iOS,9,6,1,6,8,60,2,7
U37520,20,Female,Freelancer,Android,8,8,9,4,7,24,3,8
U37521,49,Male,Professional,iOS,7,4,3,5,5,60,0,6
U37522,31,Male,Professional,Android,10,6,7,9,6,53,6,9
U37523,21,Other,Business Owner,Android,6,4,3,7,4,42,4,10
U37524,46,Female,Student,iOS,3,5,6,7,6,41,2,6
U37525,59,Female,Business Owner,Android,7,6,10,8,6,46,1,4
U37526,60,Female,Student,iOS,8,4,7,8,8,17,3,5
U37527,24,Other,Business Owner,Android,12,2,1,6,10,10,2,8
U37528,47,Female,Business Owner,iOS,11,8,5,5,8,21,1,8
U37529,47,Other,Business Owner,Android,2,4,8,8,4,24,6,11
U37530,42,Male,Business Owner,iOS,10,8,6,4,4,15,3,8
U37531,24,Female,Freelancer,iOS,1,4,7,8,7,56,6,3
U37532,58,Male,Freelancer,Android,1,8,2,6,3,45,2,12
U37533,30,Other,Business Owner,Android,11,6,8,8,6,40,6,10
U37534,38,Male,Business Owner,Android,10,1,7,6,6,48,1,4
U37535,60,Female,Professional,iOS,12,4,1,4,4,58,5,4
U37536,19,Male,Student,Android,6,6,3,6,2,17,6,3
U37537,59,Male,Student,Android,8,7,2,9,9,50,2,4
U37538,58,Male,Freelancer,iOS,9,2,3,6,7,15,1,8
U37539,18,Other,Professional,Android,8,7,4,8,7,8,2,10
U37540,49,Other,Business Owner,Android,10,8,6,5,5,24,4,7
U37541,50,Other,Professional,Android,6,5,8,6,3,21,1,2
U37542,52,Other,Freelancer,iOS,5,8,2,8,9,42,5,4
U37543,31,Male,Professional,Android,11,5,2,9,1,32,0,12
U37544,42,Male,Professional,iOS,11,8,4,9,10,5,4,12
U37545,55,Male,Freelancer,iOS,10,4,10,4,1,37,6,9
U37546,28,Other,Freelancer,Android,11,5,3,7,6,37,0,6
U37547,27,Female,Student,iOS,3,4,9,8,5,48,6,11
U37548,30,Female,Student,Android,6,6,4,6,10,23,6,8
U37549,30,Other,Student,iOS,5,4,7,8,7,49,1,9
U37550,50,Other,Professional,Android,2,0,8,8,8,22,0,2
U37551,38,Male,Business Owner,Android,6,1,4,8,6,53,5,4
U37552,36,Male,Business Owner,iOS,10,8,3,5,10,28,5,6
U37553,18,Other,Business Owner,Android,6,7,4,7,2,29,4,11
U37554,33,Male,Freelancer,iOS,10,7,6,6,1,31,5,9
U37555,30,Male,Freelancer,iOS,4,8,6,8,9,45,2,12
U37556,44,Other,Business Owner,Android,10,7,6,5,10,31,3,8
U37557,55,Female,Professional,Android,10,8,1,7,10,57,4,9
U37558,55,Other,Business Owner,iOS,4,6,8,7,10,42,0,10
U37559,56,Female,Professional,iOS,2,3,5,9,9,34,5,6
U37560,39,Male,Professional,Android,12,7,5,8,2,42,6,3
U37561,26,Male,Student,iOS,4,2,9,9,6,34,0,4
U37562,53,Female,Professional,Android,5,4,10,6,2,30,1,7
U37563,39,Male,Professional,Android,6,4,6,5,3,38,0,4
U37564,20,Other,Freelancer,iOS,4,6,1,6,9,35,6,6
U37565,29,Male,Professional,iOS,6,4,4,6,9,41,5,6
U37566,32,Male,Professional,iOS,5,6,9,7,5,49,1,9
U37567,23,Female,Business Owner,iOS,4,2,7,7,10,55,4,14
U37568,26,Male,Student,iOS,2,8,8,6,4,16,5,2
U37569,43,Male,Student,Android,5,8,4,8,4,18,3,6
U37570,38,Female,Student,iOS,2,5,3,8,3,37,0,14
U37571,30,Female,Business Owner,Android,10,1,7,8,1,53,4,3
U37572,28,Male,Freelancer,Android,9,3,4,7,8,41,4,6
U37573,47,Male,Professional,iOS,6,2,3,4,9,32,4,13
U37574,33,Male,Professional,iOS,10,1,6,9,1,40,6,2
U37575,38,Female,Business Owner,Android,7,6,9,5,5,25,4,4
U37576,60,Other,Professional,Android,3,2,5,7,7,46,5,10
U37577,39,Female,Professional,iOS,4,2,1,6,7,39,2,12
U37578,25,Male,Student,Android,2,2,7,6,10,27,6,13
U37579,36,Male,Professional,Android,5,7,3,8,7,59,2,9
U37580,57,Male,Business Owner,iOS,12,1,4,4,1,21,1,14
U37581,46,Female,Business Owner,Android,6,3,5,7,3,22,5,8
U37582,27,Female,Freelancer,iOS,10,5,8,6,1,58,3,14
U37583,34,Female,Student,iOS,5,6,2,6,9,55,2,3
U37584,56,Female,Professional,Android,7,5,2,8,1,17,2,11
U37585,21,Female,Business Owner,Android,4,5,2,7,8,54,4,10
U37586,30,Female,Business Owner,iOS,12,5,10,7,2,60,4,11
U37587,26,Female,Student,Android,8,7,8,8,7,38,3,9
U37588,26,Male,Freelancer,iOS,8,4,8,8,5,30,3,11
U37589,33,Other,Business Owner,Android,9,3,1,6,10,12,1,13
U37590,35,Female,Freelancer,Android,10,2,6,5,10,22,0,6
U37591,48,Male,Professional,Android,6,7,7,6,2,29,2,3
U37592,49,Other,Student,iOS,8,7,8,4,8,24,6,6
U37593,22,Other,Freelancer,Android,3,6,1,5,5,15,0,7
U37594,36,Male,Professional,iOS,4,0,9,5,4,5,1,12
U37595,45,Female,Student,Android,3,8,2,9,10,46,6,7
U37596,57,Male,Professional,iOS,11,3,10,7,6,10,3,12
U37597,39,Female,Business Owner,iOS,7,2,6,8,8,9,3,9
U37598,20,Female,Student,Android,8,4,6,8,9,45,5,10
U37599,55,Male,Professional,iOS,10,3,5,9,3,30,6,9
U37600,33,Female,Professional,Android,8,2,1,4,4,47,4,7
U37601,40,Male,Professional,Android,9,3,10,7,4,29,4,6
U37602,38,Male,Business Owner,iOS,6,7,9,4,6,31,6,8
U37603,41,Male,Student,Android,10,3,9,4,1,27,0,8
U37604,40,Other,Professional,Android,9,4,4,8,7,13,1,10
U37605,46,Female,Freelancer,Android,10,5,3,8,4,32,6,7
U37606,20,Male,Student,iOS,7,8,10,9,6,16,0,2
U37607,27,Other,Student,Android,5,4,6,7,6,54,1,14
U37608,20,Other,Professional,iOS,8,2,8,5,10,15,5,2
U37609,20,Other,Student,iOS,5,5,5,7,2,9,5,9
U37610,44,Other,Business Owner,Android,9,8,3,7,5,23,6,9
U37611,25,Male,Business Owner,iOS,7,8,8,8,10,16,0,7
U37612,48,Other,Student,iOS,5,2,4,6,2,30,5,2
U37613,34,Other,Business Owner,iOS,9,2,5,6,2,6,3,14
U37614,22,Male,Student,iOS,4,7,3,6,4,31,1,5
U37615,30,Male,Student,iOS,4,7,8,8,7,30,6,12
U37616,44,Other,Business Owner,iOS,6,6,10,9,6,55,1,9
U37617,37,Male,Business Owner,Android,1,2,2,6,3,54,3,12
U37618,34,Female,Business Owner,Android,5,8,9,8,3,39,1,4
U37619,41,Other,Student,iOS,4,6,7,8,5,46,5,5
U37620,54,Female,Freelancer,Android,3,7,7,8,1,60,2,3
U37621,35,Female,Business Owner,iOS,8,6,7,5,6,57,6,9
U37622,48,Female,Business Owner,iOS,5,7,1,4,6,5,6,5
U37623,43,Female,Student,Android,3,2,7,8,9,30,6,5
U37624,25,Other,Freelancer,Android,7,7,2,9,5,46,3,12
U37625,28,Male,Freelancer,iOS,6,4,3,5,10,45,4,3
U37626,24,Male,Freelancer,iOS,9,6,7,4,2,7,0,4
U37627,53,Female,Freelancer,iOS,11,4,5,7,2,43,0,12
U37628,54,Other,Student,Android,4,8,2,7,6,21,1,9
U37629,33,Other,Freelancer,iOS,10,4,6,5,9,52,3,9
U37630,60,Other,Freelancer,Android,10,4,8,4,8,32,4,4
U37631,56,Female,Freelancer,Android,5,7,7,7,2,25,6,4
U37632,23,Female,Student,iOS,8,8,8,6,5,50,4,5
U37633,58,Other,Student,Android,7,2,1,4,8,33,4,4
U37634,27,Other,Business Owner,Android,11,7,5,6,6,12,4,6
U37635,48,Female,Business Owner,Android,4,2,3,6,8,10,1,3
U37636,18,Male,Freelancer,Android,8,4,1,7,1,33,5,9
U37637,44,Other,Business Owner,Android,4,5,6,6,1,21,3,3
U37638,38,Other,Freelancer,Android,4,2,1,6,9,36,1,13
U37639,19,Male,Business Owner,iOS,2,2,10,5,10,33,3,5
U37640,46,Female,Business Owner,iOS,5,6,10,6,2,18,5,8
U37641,43,Female,Professional,Android,11,5,10,4,1,52,4,7
U37642,24,Other,Business Owner,iOS,2,3,1,5,4,53,5,4
U37643,27,Other,Business Owner,Android,9,3,9,8,6,34,4,2
U37644,28,Other,Professional,iOS,6,5,2,4,4,8,2,3
U37645,27,Female,Business Owner,iOS,8,2,6,8,5,39,2,6
U37646,52,Male,Business Owner,Android,7,7,3,5,3,41,4,13
U37647,59,Male,Freelancer,iOS,7,4,2,6,1,45,3,8
U37648,33,Female,Business Owner,iOS,4,4,3,6,1,5,0,4
U37649,59,Female,Freelancer,iOS,8,6,2,8,9,5,5,4
U37650,58,Other,Professional,iOS,6,2,9,7,8,33,1,4
U37651,19,Female,Student,iOS,3,2,9,6,7,46,6,3
U37652,41,Other,Business Owner,Android,3,8,3,9,1,35,4,8
U37653,42,Other,Student,Android,10,4,5,6,3,60,0,5
U37654,36,Female,Freelancer,iOS,10,6,5,5,4,36,0,5
U37655,36,Other,Student,iOS,8,8,4,7,4,16,2,11
U37656,44,Other,Freelancer,iOS,12,1,5,7,5,20,5,3
U37657,53,Female,Business Owner,Android,1,1,1,8,7,37,2,5
U37658,40,Female,Business Owner,Android,10,6,3,8,6,51,4,6
U37659,33,Female,Business Owner,Android,10,4,8,7,3,19,4,13
U37660,60,Female,Freelancer,iOS,11,1,1,9,1,23,3,13
U37661,18,Female,Business Owner,iOS,8,3,2,4,4,38,6,3
U37662,34,Other,Business Owner,Android,1,2,4,8,8,22,5,10
U37663,41,Male,Student,Android,3,2,4,5,3,46,0,4
U37664,41,Female,Business Owner,Android,11,6,3,7,4,24,4,6
U37665,38,Female,Student,Android,11,5,2,8,7,46,0,9
U37666,39,Other,Freelancer,iOS,8,8,9,8,3,12,6,3
U37667,55,Other,Student,Android,9,8,1,8,3,27,4,6
U37668,39,Other,Professional,Android,10,1,9,6,5,46,3,5
U37669,21,Male,Professional,iOS,12,4,5,5,2,36,0,8
U37670,26,Male,Freelancer,iOS,2,2,1,4,10,43,5,3
U37671,44,Other,Freelancer,Android,7,3,9,7,6,25,0,7
U37672,31,Male,Business Owner,iOS,4,5,6,8,6,38,0,3
